player_name,player_id,id_num
Kyle Kuzma,kuzmaky01,457
Mo Bamba,bambamo01,458
Kenyon Martin,martike01,459
Chuma Okeke,okekech01,460
Dean Wade,wadede01,461
Talen Horton-Tucker,hortota01,462
Grant Williams,willigr01,463
Amir Coffey,coffeam01,464
Frank Ntilikina,ntilila01,465
John Henson,hensojo01,466
Troy Daniels,danietr01,467
Torrey Craig,craigto01,468
Sam Dekker,dekkesa01,469
Andre Miller,millean02,470
Rashard Lewis,lewisra02,471
Jan Vesely,veselja01,472
Juancho Hernangomez,hernaju01,473
Davion Mitchell,mitchda01,474
Gerald Wallace,wallage01,475
Timothe Luwawu-Cabarrot,luwawti01,476
Jordan McLaughlin,mclaujo01,477
Brandon Bass,bassbr01,478
Jeff Withey,witheje01,479
Festus Ezeli,ezelife01,480
Jevon Carter,carteje01,481
Shabazz Muhammad,muhamsh01,482
Jerryd Bayless,bayleje01,483
Svi Mykhailiuk,mykhasv01,484
Ronnie Price,pricero01,485
Cole Aldrich,aldrico01,486
Naz Reid,reidna01,487
Jason Thompson,thompja02,488
Kevin Martin,martike02,489
Jordan Hill,hilljo01,490
Josh Green,greenjo02,491
DeAndre' Bembry,bembrde01,492
Alex Abrines,abrinal01,493
Aaron Brooks,brookaa01,494
Jabari Parker,parkeja01,495
Beno Udrih,udrihbe01,496
Rasual Butler,butlera01,497
Elton Brand,brandel01,498
Marquese Chriss,chrisma01,499
Brian Roberts,roberbr01,500
Pero Antic,anticpe01,501
Richard Jefferson,jefferi01,502
Tyler Ennis,ennisty01,503
Steve Blake,blakest01,504
Elijah Millsap,millsel01,505
Sasha Vujacic,vujacsa01,506
Shawn Marion,mariosh01,507
Ronny Turiaf,turiaro01,508
Dante Cunningham,cunnida01,509
Luke Babbitt,babbilu01,510
Stanley Johnson,johnsst04,511
Dennis Smith Jr.,smithde03,512
Cristiano Felicio,feliccr01,513
P.J. Washington,washipj01,514
Salah Mejri,mejrisa01,515
Robbie Hummel,hummero01,516
TJ Leaf,leaftj01,517
Doug McDermott,mcderdo01,518
Martell Webster,webstma02,519
Xavier Tillman,tillmxa01,520
Michael Beasley,beaslmi01,521
Jordan Farmar,farmajo01,522
Arron Afflalo,afflaar01,523
Willy Hernangomez,hernawi01,524
Sindarius Thornwell,thornsi01,525
Troy Brown Jr.,browntr01,526
Lance Thomas,thomala01,527
Andrew Harrison,harrian01,528
Obi Toppin,toppiob01,529
Jordan Crawford,crawfjo02,530
Andrew Nicholson,nichoan01,531
Jaylen Nowell,nowelja01,532
Denzel Valentine,valende01,533
Brad Wanamaker,wanambr01,534
Mike Scott,scottmi01,535
Frank Kaminsky,kaminfr01,536
Thomas Robinson,robinth01,537
Taurean Prince,princta02,538
Cade Cunningham,cunnica01,539
Josh Giddey,giddejo01,540
Jameer Nelson,nelsoja01,541
Jaxson Hayes,hayesja02,542
Rodney McGruder,mcgruro01,543
Cedi Osman,osmande01,544
Chuck Hayes,hayesch01,545
Josh Harrellson,harrejo01,546
Thomas Bryant,bryanth01,547
Joel Freeland,freeljo01,548
Quincy Acy,acyqu01,549
Quentin Grimes,grimequ01,550
Nickeil Alexander-Walker,alexani01,551
Shawne Williams,willish03,552
Oshae Brissett,brissos01,553
Khyri Thomas,thomakh01,554
Chris Douglas-Roberts,douglch01,555
Jalen McDaniels,mcdanja01,556
Matt Thomas,thomama02,557
Matt Bonner,bonnema01,558
Toney Douglas,douglto01,559
Mike James,jamesmi02,560
Treveon Graham,grahatr01,561
Ramon Sessions,sessira01,562
Ron Baker,bakerro01,563
Phil Pressey,pressph01,564
Marvin Bagley III,baglema01,565
Cory Jefferson,jeffeco01,566
Glenn Robinson III,robingl02,567
O.J. Mayo,mayooj01,568
Tim Frazier,fraziti01,569
Lindy Waters III,waterli01,570
Jimmer Fredette,fredeji01,571
Isaiah Canaan,canaais01,572
Trey Murphy III,murphtr02,573
MarShon Brooks,brookma01,574
Jalen Suggs,suggsja01,575
D.J. Wilson,wilsodj01,576
Ryan Kelly,kellyry01,577
Willie Reed,reedwi02,578
Day'Ron Sharpe,sharpda01,579
Miles Plumlee,plumlmi01,580
Ty Jerome,jeromty01,581
Jermaine O'Neal,onealje01,582
Drew Eubanks,eubandr01,583
Moritz Wagner,wagnemo01,584
Markelle Fultz,fultzma01,585
Nic Claxton,claxtni01,586
Malachi Flynn,flynnma01,587
Caron Butler,butleca01,588
Trent Forrest,forretr01,589
Tayshaun Prince,princta01,590
Enes Freedom,kanteen01,591
Shane Larkin,larkish01,592
Davon Reed,reedda01,593
Justin Jackson,jacksju01,594
Jake Layman,laymaja01,595
Chase Budinger,budinch01,596
Mike Harris,harrimi01,597
Steve Novak,novakst01,598
Isaiah Taylor,taylois01,599
Isaiah Joe,joeis01,600
Dante Exum,exumda01,601
Sergey Karasev,karasse01,602
Kendall Marshall,marshke01,603
Metta World Peace,artesro01,604
Jalen Smith,smithja04,605
C.J. Williams,willicj01,606
Kadeem Allen,allenka01,607
Chris Chiozza,chiozch01,608
Lou Amundson,amundlo01,609
Bryn Forbes,forbebr01,610
Marcelo Huertas,huertma01,611
Malcolm Delaney,delanma01,612
Henry Sims,simshe01,613
Eric Moreland,moreler01,614
Naji Marshall,marshna01,615
Nik Stauskas,stausni01,616
Chris Kaman,kamanch01,617
JaKarr Sampson,sampsja02,618
Semi Ojeleye,ojelese01,619
Cole Anthony,anthoco01,620
Henry Walker,walkebi01,621
DeJuan Blair,blairde01,622
Coby White,whiteco01,623
Jonathon Simmons,simmojo02,624
Larry Sanders,sandela01,625
Damyean Dotson,dotsoda01,626
Bruno Caboclo,cabocbr01,627
Perry Jones III,jonespe01,628
Alonzo Gee,geeal01,629
Alexey Shved,shvedal01,630
Corey Kispert,kispeco01,631
Frank Jackson,jacksfr01,632
Anthony Gill,gillan01,633
Ryan Broekhoff,broekry01,634
Saddiq Bey,beysa01,635
Jordan Hamilton,hamiljo02,636
Gustavo Ayon,ayongu01,637
Jeremiah Martin,martije02,638
Cartier Martin,martica01,639
Alize Johnson,johnsal02,640
Troy Williams,willitr02,641
Danny Granger,grangda01,642
Jordan Adams,adamsjo01,643
Keita Bates-Diop,bateske01,644
Jarrett Jack,jackja01,645
Milos Teodosic,teodomi01,646
Donald Sloan,sloando01,647
Yuta Watanabe,watanyu01,648
Isaiah Jackson,jacksis01,649
Alfonzo McKinnie,mckinal01,650
Braxton Key,keybr01,651
Hollis Thompson,thompho01,652
Bernard James,jamesbe01,653
Omer Yurtseven,yurtsom01,654
Tacko Fall,fallta01,655
Goga Bitadze,bitadgo01,656
Andrei Kirilenko,kirilan01,657
PJ Hairston,hairspj02,658
Chris Johnson,johnsch04,659
Francisco Garcia,garcifr01,660
DaQuan Jeffries,jeffrda01,661
KJ McDaniels,mcdankj01,662
Chasson Randle,randlch01,663
AJ Price,priceaj01,664
Jemerrio Jones,jonesje01,665
Ziaire Williams,willizi02,666
Carl Landry,landrca01,667
Darius Bazley,bazleda01,668
Miles McBride,mcbrimi01,669
Nathan Knight,knighna01,670
Thanasis Antetokounmpo,antetth01,671
Dylan Windler,windldy01,672
Devontae Cacok,cacokde01,673
Dakari Johnson,johnsda04,674
Wenyen Gabriel,gabriwe01,675
Frank Mason,masonfr01,676
Shawn Long,longsh01,677
Jericho Sims,simsje01,678
Jordan McRae,mcraejo01,679
Paul Reed,reedpa01,680
Sam Hauser,hausesa01,681
Justin Hamilton,hamilju01,682
Markel Brown,brownma02,683
Cheick Diallo,diallch01,684
Quincy Miller,millequ01,685
Sterling Brown,brownst02,686
Jamil Wilson,wilsoja02,687
Donta Hall,halldo01,688
Sean Kilpatrick,kilpase01,689
Victor Claver,clavevi01,690
Jawun Evans,evansja01,691
Skal Labissiere,labissk01,692
Julyan Stone,stoneju01,693
P.J. Dozier,doziepj01,694
Quincy Pondexter,pondequ01,695
Jason Smith,smithja02,696
Hedo Turkoglu,turkohe01,697
Romeo Langford,langfro01,698
Casper Ware,wareca01,699
Brandon Paul,paulbr01,700
Xavier Munford,munfoxa02,701
Justin Anderson,anderju01,702
Zach Collins,colliza01,703
Maurice Ndour,ndourma01,704
Louis King,kinglo02,705
Abdel Nader,naderab01,706
Kyle Collinsworth,colliky01,707
Ryan Hollins,holliry01,708
Kelan Martin,martike03,709
Skylar Mays,mayssk01,710
Justin Champagnie,champju01,711
DeAndre Liggins,liggide01,712
Malcolm Miller,millema01,713
Kira Lewis Jr.,lewiski01,714
Joel Anthony,anthojo01,715
Devon Dotson,dotsode01,716
James Jones,jonesja02,717
CJ Wilcox,wilcocj01,718
Josh Huestis,huestjo01,719
Travis Wear,weartr01,720
Jordan Nwora,nworajo01,721
Lorenzo Brown,brownlo01,722
Jack Cooley,cooleja01,723
Gigi Datome,datomlu01,724
Jeff Adrien,adrieje01,725
Jared Harper,harpeja01,726
Andre Ingram,ingraan01,727
Mitch McGary,mcgarmi01,728
Norris Cole,coleno01,729
Joey Dorsey,dorsejo01,730
Wes Iwundu,iwundwe01,731
Kevin Seraphin,serapke01,732
Alec Peters,peteral01,733
Gary Clark,clarkga01,734
Pierre Jackson,jackspi01,735
Nicolo Melli,mellini01,736
Emeka Okafor,okafoem01,737
Alperen Sengun,sengual01,738
Mychal Mulder,muldemy01,739
Markus Howard,howarma02,740
Brodric Thomas,thomabr01,741
Devin Robinson,robinde01,742
Leandro Barbosa,barbole01,743
Ante Zizic,zizican01,744
Ish Wainright,wainris01,745
Chandler Hutchison,hutchch01,746
Mike Miller,millemi01,747
Terry Taylor,taylote01,748
Marcus Derrickson,derrima01,749
Shavlik Randolph,randosh01,750
Jalen Harris,harrija01,751
Kostas Papanikolaou,papanko01,752
Jonah Bolden,boldejo01,753
Josh Magette,magetjo01,754
Andrew Goudelock,goudean01,755
Collin Sexton,sextoco01,756
Thon Maker,makerth01,757
Adam Mokoka,mokokad01,758
Isaiah Roby,robyis01,759
Edy Tavares,tavarwa01,760
Tyrone Wallace,wallaty01,761
Saben Lee,leesa01,762
Jared Cunningham,cunnija01,763
Rodions Kurucs,kurucro01,764
Kobe Bryant,bryanko01,765
Andrea Bargnani,bargnan01,766
Moses Brown,brownmo01,767
Charles Bassey,bassech01,768
Dzanan Musa,musadz01,769
Mfiondu Kabengele,kabenmf01,770
Paul Watson,watsopa01,771
Brandon Goodwin,goodwbr01,772
Guerschon Yabusele,yabusgu01,773
Sekou Doumbouya,doumbse01,774
Derrick Walton Jr.,waltode01,775
Luke Ridnour,ridnolu01,776
Jannero Pargo,pargoja01,777
Gian Clavell,clavegi01,778
John Salmons,salmojo01,779
Myke Henry,henrymy01,780
Ian Clark,clarkia01,781
Rashad Vaughn,vaughra01,782
Isaiah Whitehead,whiteis01,783
Daniel Orton,ortonda01,784
Damian Jones,jonesda03,785
Scott Machado,machasc01,786
Charlie Brown Jr.,brownch02,787
Furkan Aldemir,aldemfu01,788
Jock Landale,landajo01,789
Nando De Colo,decolna01,790
Wade Baldwin IV,baldwwa01,791
Aaron Nesmith,nesmiaa01,792
Mamadi Diakite,diakima01,793
JJ Hickson,hicksjj01,794
RJ Hunter,hunterj01,795
Naz Mitrou-Long,mitrona01,796
Juwan Morgan,morgaju01,797
James Southerland,southja01,798
Hassani Gravett,graveha01,799
Tony L. Mitchell,mitchto02,800
Tremont Waters,watertr01,801
Lester Hudson,hudsole01,802
Isaiah Livers,liveris01,803
Jared Butler,butleja02,804
Landry Fields,fieldla01,805
Xavier Moon,moonxa01,806
Freddie Gillespie,gillefr01,807
Jaron Blossomgame,blossja01,808
Charles Brown Jr.,brownch02,809
Al Harrington,harrial01,810
Brice Johnson,johnsbr02,811
Malcolm Hill,hillma01,812
Troy Caupain,caupatr01,813
Nazr Mohammed,mohamna01,814
Rayjon Tucker,tuckera01,815
Miroslav Raduljica,radulmi01,816
Anthony Randolph,randoan01,817
Deonte Burton,burtode02,818
Jarnell Stokes,stokeja01,819
Trevelin Queen,queentr01,820
Jacob Wiley,wileyja01,821
Theo Pinson,pinsoth01,822
Gabriel Deck,deckga01,823
Deyonta Davis,davisde01,824
Axel Toupane,toupaax01,825
Tyrell Terry,terryty01,826
Udoka Azubuike,azubuud01,827
Miye Oni,onimi01,828
Luka Samanic,samanlu01,829
Daniel Hamilton,hamilda02,830
Joel Bolomboy,bolomjo01,831
Othyus Jeffers,jeffeot01,832
Mangok Mathiang,mathima01,833
James Michael McAdoo,mcadoja01,834
Jordan Mickey,mickejo01,835
Roger Mason Jr.,masonro01,836
Jay Huff,huffja01,837
Bruno Fernando,fernabr01,838
Dwight Buycks,buyckdw01,839
Tyler Ulis,ulisty01,840
David Stockton,stockda01,841
Matt Mooney,moonema01,842
Johnathan Motley,motlejo01,843
Jorge Gutierrez,gutiejo01,844
Chris Wright,wrighch01,845
Toure' Murry,murryto01,846
Alex Stepheson,stephal01,847
Yante Maten,matenya01,848
Dwayne Bacon,bacondw01,849
Mike L. James,jamesmi01,850
Adonis Thomas,thomaad01,851
Cameron McGriff,mcgrica01,852
Ricky Ledo,ledori01,853
