NAME,TEAM,ORPM,DRPM,RPM,WINS,Season,SEASON_ID,PLAYER_ID
Daishen Nix,HOU,-2.95,-1.59,-4.54,-0.17,23,22023,1264.0
Noah Vonleh,BOS,-3.76,-0.79,-4.55,-0.11,23,22023,392.0
Miles McBride,NY,-4.11,-0.7,-4.81,-0.02,23,22023,669.0
Garrett Temple,NO,-4.15,-0.85,-5.0,-0.03,23,22023,295.0
Shake Milton,PHI,-2.84,-2.33,-5.17,-0.16,23,22023,445.0
Ish Smith,DEN,-3.95,-1.28,-5.23,-0.03,23,22023,245.0
Killian Hayes,DET,-3.45,-1.9,-5.35,-0.42,23,22023,1305.0
Garrison Mathews,HOU,-3.68,-1.67,-5.36,-0.3,23,22023,173.0
KZ Okpala,SAC,-4.63,-0.82,-5.45,-0.06,23,22023,1045.0
Vlatko Cancar,DEN,-4.5,-1.01,-5.51,-0.01,23,22023,918.0
Isaac Okoro,CLE,-4.59,-1.19,-5.78,-0.32,23,22023,439.0
Reggie Bullock,DAL,-7.09,1.14,-5.94,-0.56,23,22023,364.0
Davon Reed,DEN,-5.02,-1.39,-6.41,-0.1,23,22023,593.0
Quentin Grimes,NY,-6.99,-1.08,-8.07,-0.06,23,22023,550.0
Nikola Jokic,DEN,5.16,6.62,11.78,26.12,22,22022,2.0
Joel Embiid,PHI,4.31,5.52,9.83,21.16,22,22022,17.0
Stephen Curry,GS,5.17,4.31,9.48,20.62,22,22022,1.0
Jayson Tatum,BOS,3.22,5.74,8.96,24.17,22,22022,15.0
Giannis Antetokounmpo,MIL,6.51,1.67,8.18,20.1,22,22022,22.0
Rudy Gobert,UTAH,-0.05,8.0,7.95,16.91,22,22022,16.0
Trae Young,ATL,5.74,1.21,6.95,19.9,22,22022,38.0
Chris Paul,PHX,1.74,4.93,6.66,15.76,22,22022,4.0
Luka Doncic,DAL,5.59,0.9,6.5,17.16,22,22022,34.0
Mike Conley,UTAH,0.39,5.84,6.23,13.8,22,22022,23.0
Donovan Mitchell,UTAH,4.81,1.35,6.16,16.11,22,22022,90.0
Jaren Jackson Jr.,MEM,-0.09,6.23,6.14,14.81,22,22022,189.0
LeBron James,LAL,5.02,1.07,6.09,15.49,22,22022,10.0
Kevin Durant,BKN,3.68,2.39,6.07,14.21,22,22022,7.0
Al Horford,BOS,-0.99,6.93,5.94,13.46,22,22022,60.0
Kristaps Porzingis,DAL/WSH,2.51,3.34,5.85,10.12,22,22022,104.0
Desmond Bane,MEM,0.74,4.69,5.43,14.95,22,22022,83.0
Clint Capela,ATL,-2.28,7.66,5.38,12.78,22,22022,56.0
Fred VanVleet,TOR,1.33,3.89,5.22,15.49,22,22022,43.0
Jaylen Brown,BOS,2.08,3.08,5.16,14.13,22,22022,107.0
Pascal Siakam,TOR,-0.12,5.24,5.11,16.11,22,22022,72.0
Karl-Anthony Towns,MIN,3.08,1.93,5.01,16.25,22,22022,30.0
Devin Booker,PHX,3.08,1.85,4.93,14.95,22,22022,49.0
Darius Garland,CLE,2.17,2.71,4.88,15.11,22,22022,51.0
Robert Williams III,BOS,-0.93,5.74,4.82,10.85,22,22022,167.0
Domantas Sabonis,IND/SAC,0.88,3.93,4.81,12.99,22,22022,77.0
D'Angelo Russell,MIN,2.74,2.0,4.74,12.74,22,22022,113.0
Dejounte Murray,SA,2.3,2.44,4.74,15.28,22,22022,80.0
James Harden,BKN/PHI,3.37,1.25,4.62,14.91,22,22022,3.0
Duncan Robinson,MIA,0.75,3.82,4.57,11.75,22,22022,124.0
Monte Morris,DEN,-1.34,5.89,4.55,12.51,22,22022,150.0
Miles Bridges,CHA,1.16,3.34,4.51,17.04,22,22022,98.0
Jae Crowder,PHX,-2.29,6.79,4.5,10.8,22,22022,116.0
Bam Adebayo,MIA,-1.19,5.64,4.45,10.38,22,22022,119.0
LaMelo Ball,CHA,2.67,1.76,4.43,14.36,22,22022,120.0
Terry Rozier,CHA,1.83,2.49,4.32,14.62,22,22022,74.0
Mitchell Robinson,NY,-0.74,4.98,4.25,10.58,22,22022,159.0
Kyle Lowry,MIA,0.63,3.59,4.23,12.06,22,22022,20.0
Jimmy Butler,MIA,1.71,2.48,4.19,11.02,22,22022,11.0
Jonas Valanciunas,NO,-0.19,4.29,4.1,12.88,22,22022,181.0
Nikola Vucevic,CHI,-0.52,4.6,4.08,14.12,22,22022,32.0
Aaron Gordon,DEN,-1.08,5.16,4.08,12.85,22,22022,212.0
Jarrett Allen,CLE,-0.49,4.52,4.03,10.23,22,22022,97.0
DeMar DeRozan,CHI,1.03,2.85,3.87,15.47,22,22022,78.0
Wendell Carter Jr.,ORL,0.52,3.3,3.81,10.3,22,22022,301.0
Gary Trent Jr.,TOR,-0.85,4.58,3.73,12.76,22,22022,246.0
Mikal Bridges,PHX,-1.2,4.91,3.71,15.77,22,22022,63.0
Reggie Jackson,LAC,-0.69,4.36,3.67,12.48,22,22022,160.0
Andrew Wiggins,GS,-0.7,4.34,3.64,12.64,22,22022,153.0
Shai Gilgeous-Alexander,OKC,2.49,1.13,3.61,10.72,22,22022,202.0
Myles Turner,IND,0.38,3.23,3.61,6.39,22,22022,158.0
Will Barton,DEN,-1.4,4.99,3.59,11.64,22,22022,169.0
Jusuf Nurkic,POR,-0.79,4.22,3.43,8.26,22,22022,33.0
Tyrese Maxey,PHI,-1.31,4.74,3.43,13.33,22,22022,320.0
Anthony Edwards,MIN,1.99,1.4,3.38,13.3,22,22022,140.0
Ja Morant,MEM,4.33,-1.05,3.28,10.28,22,22022,141.0
Tobias Harris,PHI,-1.61,4.77,3.16,12.36,22,22022,127.0
Saddiq Bey,DET,-0.79,3.92,3.14,13.5,22,22022,635.0
Christian Wood,HOU,1.08,2.06,3.13,11.04,22,22022,186.0
Paul George,LAC,2.49,0.65,3.13,5.63,22,22022,6.0
Evan Mobley,CLE,-3.17,6.28,3.11,11.36,22,22022,442.0
Kevon Looney,GS,-3.7,6.8,3.1,8.08,22,22022,229.0
Anthony Davis,LAL,0.88,2.14,3.02,7.36,22,22022,9.0
Dwight Powell,DAL,-0.94,3.96,3.02,8.57,22,22022,163.0
John Collins,ATL,-0.16,3.16,3.0,8.13,22,22022,170.0
CJ McCollum,POR/NO,2.04,0.95,2.99,10.89,22,22022,58.0
Zach LaVine,CHI,2.64,0.34,2.98,11.91,22,22022,155.0
Marcus Smart,BOS,-0.59,3.56,2.97,11.22,22,22022,76.0
Evan Fournier,NY,-0.6,3.53,2.94,11.32,22,22022,258.0
Deandre Ayton,PHX,-1.26,4.19,2.94,8.17,22,22022,254.0
Khris Middleton,MIL,2.35,0.55,2.9,11.26,22,22022,47.0
Ivica Zubac,LAC,-2.55,5.42,2.87,8.47,22,22022,182.0
Dorian Finney-Smith,DAL,-1.43,4.26,2.83,12.75,22,22022,201.0
Nicolas Batum,LAC,-0.95,3.76,2.81,7.0,22,22022,75.0
Bojan Bogdanovic,UTAH,0.81,1.9,2.71,10.1,22,22022,257.0
Tyrese Haliburton,SAC/IND,0.41,2.29,2.7,13.25,22,22022,118.0
Steven Adams,MEM,-1.78,4.43,2.65,9.54,22,22022,54.0
Scottie Barnes,TOR,-2.13,4.75,2.62,12.02,22,22022,206.0
Mason Plumlee,CHA,-2.44,5.05,2.62,7.96,22,22022,338.0
Klay Thompson,GS,2.87,-0.29,2.58,4.06,22,22022,31.0
Russell Westbrook,LAL,-0.44,2.98,2.54,12.97,22,22022,12.0
Patrick Beverley,MIN,0.39,2.05,2.44,6.72,22,22022,84.0
Kyrie Irving,BKN,3.38,-1.04,2.35,4.63,22,22022,25.0
Bobby Portis,MIL,0.34,2.0,2.34,10.05,22,22022,197.0
Mo Bamba,ORL,-1.72,4.03,2.31,8.04,22,22022,458.0
Jrue Holiday,MIL,2.32,-0.1,2.22,11.08,22,22022,24.0
Jordan Poole,GS,2.7,-0.54,2.16,10.82,22,22022,238.0
Brandon Ingram,NO,1.47,0.68,2.15,8.37,22,22022,236.0
Devonte' Graham,NO,0.26,1.89,2.15,9.81,22,22022,204.0
Lauri Markkanen,CLE,0.33,1.78,2.1,8.29,22,22022,317.0
Seth Curry,PHI/BKN,-0.57,2.67,2.1,9.14,22,22022,208.0
Jae'Sean Tate,HOU,-1.41,3.49,2.08,8.83,22,22022,277.0
Derrick White,SA/BOS,0.87,1.18,2.05,10.27,22,22022,66.0
Josh Hart,NO/POR,0.25,1.8,2.05,7.87,22,22022,327.0
Spencer Dinwiddie,WSH/DAL,0.63,1.34,1.97,8.54,22,22022,121.0
Jakob Poeltl,SA,-0.49,2.46,1.96,8.56,22,22022,88.0
Kentavious Caldwell-Pope,WSH,-2.36,4.29,1.93,9.74,22,22022,69.0
Damian Lillard,POR,4.71,-2.86,1.86,4.63,22,22022,14.0
P.J. Tucker,MIA,-3.77,5.62,1.84,7.78,22,22022,240.0
Kyle Kuzma,WSH,-0.5,2.32,1.82,9.18,22,22022,457.0
Jerami Grant,DET,-0.2,1.99,1.79,5.97,22,22022,213.0
Malcolm Brogdon,IND,2.08,-0.32,1.76,4.82,22,22022,134.0
Royce O'Neale,UTAH,-2.33,4.08,1.76,9.87,22,22022,165.0
Harrison Barnes,SAC,-0.38,2.12,1.74,11.06,22,22022,243.0
Keldon Johnson,SA,-0.14,1.84,1.71,10.31,22,22022,224.0
Julius Randle,NY,0.02,1.62,1.64,10.59,22,22022,59.0
Bogdan Bogdanovic,ATL,1.89,-0.25,1.64,7.9,22,22022,215.0
Franz Wagner,ORL,-1.72,3.32,1.6,9.92,22,22022,180.0
Kevin Porter Jr.,HOU,0.58,0.9,1.47,7.48,22,22022,360.0
Luguentz Dort,OKC,-0.13,1.41,1.29,6.4,22,22022,268.0
Jalen Brunson,DAL,-0.14,1.34,1.2,9.94,22,22022,139.0
Andre Drummond,PHI/BKN,-1.29,2.44,1.15,5.61,22,22022,48.0
Matisse Thybulle,PHI,-2.49,3.64,1.15,6.18,22,22022,251.0
Grayson Allen,MIL,-0.07,1.21,1.14,7.15,22,22022,355.0
Robert Covington,POR/LAC,-2.11,3.24,1.13,7.62,22,22022,37.0
RJ Barrett,NY,-0.39,1.5,1.1,9.05,22,22022,323.0
Dillon Brooks,MEM,1.52,-0.42,1.1,3.23,22,22022,335.0
Josh Giddey,OKC,-1.56,2.54,0.98,6.09,22,22022,540.0
Kevin Huerter,ATL,-0.95,1.86,0.91,7.87,22,22022,370.0
Jarred Vanderbilt,MIN,-2.92,3.81,0.89,6.79,22,22022,214.0
Gary Payton II,GS,1.15,-0.29,0.86,5.17,22,22022,176.0
Cade Cunningham,DET,-0.86,1.66,0.8,7.13,22,22022,539.0
Cole Anthony,ORL,0.08,0.59,0.67,7.15,22,22022,620.0
Jeff Green,DEN,-1.99,2.59,0.6,5.93,22,22022,413.0
DeMarcus Cousins,MIL/DEN,2.21,-1.61,0.6,2.7,22,22022,36.0
Terence Davis,SAC,2.54,-2.02,0.52,2.13,22,22022,365.0
Daniel Gafford,WSH,-0.66,1.13,0.46,4.69,22,22022,416.0
Herbert Jones,NO,-2.84,3.29,0.46,7.89,22,22022,192.0
Lindy Waters III,OKC,2.54,-2.15,0.39,1.83,22,22022,570.0
Caris LeVert,IND/CLE,0.35,0.04,0.39,5.71,22,22022,339.0
Tyus Jones,MEM,0.63,-0.26,0.37,5.52,22,22022,273.0
Otto Porter Jr.,GS,0.15,0.21,0.36,5.23,22,22022,52.0
Justin Holiday,IND/SAC,-1.81,2.1,0.29,6.36,22,22022,205.0
De'Aaron Fox,SAC,1.69,-1.45,0.24,6.99,22,22022,128.0
Moritz Wagner,ORL,3.65,-3.44,0.22,3.58,22,22022,584.0
Draymond Green,GS,-1.55,1.66,0.11,4.06,22,22022,5.0
Isaiah Roby,OKC,-0.17,0.26,0.09,2.87,22,22022,759.0
Mike Muscala,OKC,2.45,-2.4,0.06,2.29,22,22022,376.0
Bradley Beal,WSH,1.76,-1.71,0.05,4.43,22,22022,27.0
Gabe Vincent,MIA,-0.72,0.75,0.03,4.83,22,22022,391.0
Alec Burks,NY,-1.26,1.27,0.01,7.29,22,22022,115.0
Patty Mills,BKN,-1.24,1.2,-0.03,7.24,22,22022,131.0
Kelly Oubre Jr.,CHA,3.13,-3.22,-0.09,6.65,22,22022,359.0
Lonzo Ball,CHI,-0.78,0.68,-0.1,3.66,22,22022,249.0
Goga Bitadze,IND,1.71,-1.81,-0.1,2.24,22,22022,656.0
Jose Alvarado,NO,1.29,-1.43,-0.13,2.92,22,22022,285.0
P.J. Washington,CHA,0.59,-0.79,-0.2,5.51,22,22022,514.0
Blake Griffin,BKN,0.78,-1.01,-0.23,2.96,22,22022,42.0
Corey Kispert,WSH,-0.09,-0.16,-0.25,5.4,22,22022,631.0
Isaiah Stewart,DET,-4.72,4.45,-0.28,4.75,22,22022,337.0
Obi Toppin,NY,1.79,-2.07,-0.29,3.86,22,22022,529.0
Dean Wade,CLE,-0.74,0.45,-0.29,2.82,22,22022,461.0
Anfernee Simons,POR,2.17,-2.48,-0.31,5.11,22,22022,424.0
Isaac Okoro,CLE,-2.84,2.52,-0.32,5.36,22,22022,439.0
Jalen Green,HOU,-0.21,-0.15,-0.35,5.94,22,22022,1315.0
Gordon Hayward,CHA,-0.52,0.12,-0.4,4.29,22,22022,57.0
Darius Bazley,OKC,-2.39,1.96,-0.44,5.38,22,22022,668.0
Javonte Green,CHI,-1.48,0.99,-0.49,4.15,22,22022,306.0
De'Anthony Melton,MEM,0.89,-1.43,-0.54,5.11,22,22022,198.0
Jalen Smith,PHX/IND,1.23,-1.77,-0.55,2.84,22,22022,605.0
Kevin Love,CLE,3.36,-3.93,-0.57,5.46,22,22022,13.0
Max Strus,MIA,1.67,-2.25,-0.58,4.65,22,22022,299.0
Cameron Johnson,PHX,1.07,-1.65,-0.59,5.18,22,22022,178.0
Brandon Clarke,MEM,1.42,-2.1,-0.68,3.83,22,22022,290.0
Marcus Morris Sr.,LAC,-0.62,-0.08,-0.7,3.91,22,22022,334.0
Terance Mann,LAC,-1.46,0.73,-0.72,6.27,22,22022,265.0
Chimezie Metu,SAC,-0.69,-0.04,-0.73,3.54,22,22022,1122.0
Montrezl Harrell,WSH/CHA,1.9,-2.67,-0.77,4.78,22,22022,106.0
Kemba Walker,NY,0.0,-0.8,-0.8,2.22,22,22022,21.0
Nassir Little,POR,-0.1,-0.71,-0.81,2.86,22,22022,403.0
Gorgui Dieng,ATL,1.05,-1.87,-0.82,1.11,22,22022,200.0
Norman Powell,POR/LAC,0.56,-1.39,-0.82,3.68,22,22022,286.0
JaVale McGee,PHX,0.02,-0.86,-0.83,3.23,22,22022,336.0
Frank Kaminsky,PHX,0.88,-1.72,-0.85,0.55,22,22022,536.0
Bruce Brown,BKN,-2.2,1.34,-0.85,4.4,22,22022,326.0
Andre Iguodala,GS,0.44,-1.3,-0.86,1.69,22,22022,86.0
Chris Boucher,TOR,1.06,-1.93,-0.87,4.71,22,22022,296.0
Isaiah Hartenstein,LAC,0.94,-1.81,-0.87,3.47,22,22022,310.0
Garrison Mathews,HOU,1.22,-2.14,-0.92,4.5,22,22022,173.0
Reggie Bullock,DAL,-0.43,-0.5,-0.93,4.94,22,22022,364.0
Chuma Okeke,ORL,-0.96,0.01,-0.95,4.8,22,22022,460.0
Sam Merrill,MEM,4.1,-5.06,-0.97,0.12,22,22022,1025.0
Buddy Hield,SAC/IND,1.61,-2.61,-1.0,6.55,22,22022,144.0
Malik Monk,LAL,1.34,-2.35,-1.01,5.6,22,22022,284.0
Ty Jerome,OKC,1.21,-2.23,-1.02,2.13,22,22022,581.0
Aleksej Pokusevski,OKC,-0.93,-0.09,-1.02,3.22,22,22022,1105.0
Hassan Whiteside,UTAH,0.51,-1.59,-1.08,3.35,22,22022,117.0
Tim Hardaway Jr.,DAL,1.13,-2.22,-1.09,3.24,22,22022,157.0
Jaxson Hayes,NO,0.39,-1.51,-1.11,3.49,22,22022,542.0
Danilo Gallinari,ATL,0.03,-1.17,-1.14,3.98,22,22022,61.0
Devin Vassell,SA,0.21,-1.38,-1.17,4.9,22,22022,438.0
Trevelin Queen,HOU,1.8,-2.98,-1.18,0.23,22,22022,820.0
Hamidou Diallo,DET,-0.88,-0.32,-1.19,3.01,22,22022,428.0
Maxi Kleber,DAL,-0.49,-0.71,-1.19,3.63,22,22022,304.0
Jeremiah Robinson-Earl,OKC,-2.48,1.24,-1.24,2.3,22,22022,1203.0
Amir Coffey,LAC,-0.47,-0.81,-1.29,3.5,22,22022,464.0
Ricky Rubio,CLE,0.76,-2.05,-1.29,2.44,22,22022,55.0
Jaylen Hoard,OKC,1.08,-2.41,-1.33,0.42,22,22022,988.0
Caleb Martin,MIA,-0.67,-0.67,-1.34,3.18,22,22022,275.0
Isaiah Jackson,IND,-0.01,-1.34,-1.35,1.22,22,22022,649.0
Bones Hyland,DEN,2.28,-3.69,-1.41,3.05,22,22022,372.0
Dwight Howard,LAL,-0.68,-0.74,-1.42,2.2,22,22022,135.0
Nic Claxton,BKN,-0.9,-0.53,-1.42,2.01,22,22022,586.0
Jordan Clarkson,UTAH,3.56,-5.01,-1.45,5.42,22,22022,152.0
Daniel Theis,HOU/BOS,-0.49,-0.97,-1.46,2.07,22,22022,321.0
Ziaire Williams,MEM,0.46,-1.93,-1.47,2.97,22,22022,666.0
Trey Lyles,DET/SAC,0.99,-2.46,-1.47,3.49,22,22022,380.0
Armoni Brooks,HOU/TOR,2.18,-3.66,-1.48,2.07,22,22022,910.0
Onyeka Okongwu,ATL,0.26,-1.74,-1.48,2.23,22,22022,393.0
Joe Ingles,UTAH,1.31,-2.83,-1.52,2.63,22,22022,79.0
Charles Bassey,PHI,-0.07,-1.46,-1.53,0.45,22,22022,768.0
Marvin Bagley III,SAC/DET,-0.35,-1.22,-1.57,2.36,22,22022,565.0
Brook Lopez,MIL,0.69,-2.26,-1.57,0.58,22,22022,99.0
Eric Bledsoe,LAC,-0.99,-0.61,-1.6,2.88,22,22022,41.0
Immanuel Quickley,NY,1.91,-3.51,-1.6,3.97,22,22022,123.0
Jaden McDaniels,MIN,-1.36,-0.26,-1.62,3.71,22,22022,447.0
Jonathan Kuminga,GS,0.98,-2.61,-1.63,2.48,22,22022,1301.0
Xavier Tillman,MEM,-0.43,-1.21,-1.64,1.53,22,22022,520.0
Naz Reid,MIN,0.79,-2.42,-1.64,2.71,22,22022,487.0
Paul Reed,PHI,-1.47,-0.19,-1.66,0.61,22,22022,680.0
Eric Gordon,HOU,-0.11,-1.55,-1.66,3.3,22,22022,149.0
Kelly Olynyk,DET,1.64,-3.32,-1.68,1.69,22,22022,247.0
Tyler Herro,MIA,1.73,-3.42,-1.69,4.51,22,22022,219.0
Sam Hauser,BOS,1.44,-3.14,-1.7,0.38,22,22022,681.0
John Konchar,MEM,-0.74,-0.97,-1.71,2.66,22,22022,378.0
De'Andre Hunter,ATL,-2.54,0.83,-1.71,2.76,22,22022,406.0
Chris Duarte,IND,-1.02,-0.73,-1.74,2.97,22,22022,398.0
Doug McDermott,SA,-0.49,-1.28,-1.77,2.22,22,22022,518.0
Jalen Suggs,ORL,-1.55,-0.28,-1.82,2.32,22,22022,575.0
Drew Eubanks,SA/POR,-1.14,-0.69,-1.83,2.4,22,22022,583.0
JaMychal Green,DEN,-0.01,-1.85,-1.86,2.13,22,22022,342.0
Jared Butler,UTAH,1.55,-3.41,-1.86,0.73,22,22022,804.0
Cedi Osman,CLE,2.24,-4.09,-1.86,3.0,22,22022,544.0
Malcolm Hill,ATL/CHI,1.09,-2.97,-1.88,0.43,22,22022,812.0
Omer Yurtseven,MIA,-1.24,-0.66,-1.9,1.23,22,22022,654.0
Justin Anderson,CLE/IND,0.87,-2.77,-1.91,0.64,22,22022,702.0
Richaun Holmes,SAC,-1.37,-0.59,-1.95,1.89,22,22022,230.0
Devontae Cacok,SA,-1.31,-0.66,-1.97,0.21,22,22022,673.0
Thomas Bryant,WSH,0.2,-2.19,-1.99,0.84,22,22022,547.0
Markus Howard,DEN,1.27,-3.27,-2.0,0.3,22,22022,740.0
Cameron Payne,PHX,1.01,-3.03,-2.02,2.5,22,22022,267.0
Jock Landale,SA,1.78,-3.8,-2.02,1.24,22,22022,789.0
Naji Marshall,NO,0.26,-2.34,-2.07,1.39,22,22022,615.0
Pat Connaughton,MIL,1.77,-3.85,-2.08,3.36,22,22022,331.0
Jaylen Nowell,MIN,2.11,-4.23,-2.12,1.85,22,22022,532.0
Nickeil Alexander-Walker,NO/UTAH,0.21,-2.36,-2.14,2.59,22,22022,551.0
Brandon Knight,DAL,1.84,-4.0,-2.16,0.12,22,22022,325.0
Malik Beasley,MIN,1.44,-3.61,-2.17,3.53,22,22022,420.0
Justise Winslow,LAC/POR,-1.26,-0.92,-2.18,1.33,22,22022,368.0
Usman Garuba,HOU,-1.1,-1.12,-2.22,0.41,22,22022,886.0
Austin Reaves,LAL,0.2,-2.46,-2.25,2.38,22,22022,329.0
Damian Jones,SAC,0.26,-2.52,-2.26,1.74,22,22022,785.0
LaMarcus Aldridge,BKN,-0.12,-2.14,-2.26,1.77,22,22022,53.0
Wayne Ellington,LAL,0.76,-3.04,-2.28,1.39,22,22022,343.0
Delon Wright,ATL,-1.67,-0.62,-2.29,2.39,22,22022,196.0
Danny Green,PHI,-2.13,-0.17,-2.3,2.05,22,22022,28.0
Day'Ron Sharpe,BKN,0.28,-2.61,-2.32,0.57,22,22022,579.0
Dennis Schroder,BOS/HOU,-0.31,-2.02,-2.33,2.84,22,22022,261.0
Nathan Knight,MIN,0.3,-2.63,-2.33,0.43,22,22022,670.0
Quentin Grimes,NY,-0.19,-2.17,-2.36,1.21,22,22022,550.0
Willy Hernangomez,NO,0.83,-3.2,-2.36,1.47,22,22022,524.0
Gary Harris,ORL,-1.29,-1.08,-2.37,2.63,22,22022,136.0
Kenrich Williams,OKC,-0.37,-2.01,-2.38,1.8,22,22022,352.0
Serge Ibaka,LAC/MIL,-0.46,-1.93,-2.39,1.46,22,22022,105.0
Davis Bertans,WSH/DAL,0.7,-3.09,-2.39,1.33,22,22022,164.0
Payton Pritchard,BOS,1.18,-3.6,-2.42,1.65,22,22022,436.0
Landry Shamet,PHX,-0.48,-1.94,-2.42,2.19,22,22022,382.0
Jordan McLaughlin,MIN,0.02,-2.47,-2.45,1.49,22,22022,477.0
Aaron Nesmith,BOS,-0.06,-2.4,-2.46,0.88,22,22022,792.0
Jeremy Lamb,IND/SAC,0.48,-2.94,-2.46,1.48,22,22022,112.0
Terry Taylor,IND,1.18,-3.64,-2.46,1.06,22,22022,748.0
Furkan Korkmaz,PHI,-0.13,-2.35,-2.47,2.03,22,22022,361.0
Thaddeus Young,SA/TOR,-0.29,-2.19,-2.48,1.37,22,22022,103.0
Tre Mann,OKC,-1.5,-0.99,-2.49,1.95,22,22022,1281.0
Dewayne Dedmon,MIA,-1.21,-1.29,-2.5,1.58,22,22022,298.0
D.J. Wilson,TOR,0.02,-2.54,-2.52,0.06,22,22022,576.0
Rudy Gay,UTAH,0.59,-3.15,-2.56,1.66,22,22022,100.0
Kevin Knox II,NY/ATL,1.04,-3.6,-2.56,0.33,22,22022,1322.0
Moses Brown,DAL/CLE,-0.8,-1.78,-2.58,0.49,22,22022,767.0
Santi Aldama,MEM,-0.01,-2.57,-2.58,0.51,22,22022,1240.0
DeAndre Jordan,LAL/PHI,-1.99,-0.6,-2.59,0.81,22,22022,29.0
Derrick Favors,OKC,-2.79,0.17,-2.62,0.85,22,22022,96.0
Nemanja Bjelica,GS,0.38,-3.02,-2.65,1.7,22,22022,218.0
Davon Reed,DEN,-0.68,-1.97,-2.65,0.88,22,22022,593.0
Saben Lee,DET,0.0,-2.66,-2.66,0.87,22,22022,762.0
Louis King,SAC,0.28,-2.96,-2.68,0.17,22,22022,705.0
Jarrett Culver,MEM,-0.81,-1.88,-2.69,0.44,22,22022,948.0
Taurean Prince,MIN,0.68,-3.37,-2.7,1.69,22,22022,538.0
Avery Bradley,LAL,-3.95,1.25,-2.7,1.66,22,22022,226.0
Luka Garza,DET,0.81,-3.52,-2.71,0.51,22,22022,1057.0
Isaiah Thomas,LAL/DAL/CHA,1.31,-4.06,-2.75,0.46,22,22022,40.0
Braxton Key,PHI/DET,-1.22,-1.53,-2.75,0.25,22,22022,651.0
Cory Joseph,DET,-2.51,-0.25,-2.75,1.86,22,22022,207.0
Eric Paschall,UTAH,0.63,-3.38,-2.75,1.0,22,22022,1007.0
Marquese Chriss,DAL,-0.68,-2.08,-2.75,0.47,22,22022,499.0
Larry Nance Jr.,POR/NO,-0.55,-2.22,-2.77,1.35,22,22022,220.0
Alex Caruso,CHI,-1.57,-1.21,-2.78,1.43,22,22022,210.0
Greg Monroe,MIN/WSH/MIL/UTAH,-0.11,-2.67,-2.78,0.26,22,22022,187.0
Tre Jones,SA,0.14,-2.91,-2.78,1.58,22,22022,353.0
Derrick Rose,NY,0.62,-3.4,-2.79,0.86,22,22022,228.0
George Hill,MIL,-0.75,-2.05,-2.8,1.68,22,22022,102.0
Frank Jackson,DET,1.27,-4.1,-2.83,1.45,22,22022,632.0
David Nwaba,HOU,-0.3,-2.54,-2.85,0.83,22,22022,419.0
Luke Kennard,LAC,-0.01,-2.84,-2.86,2.38,22,22022,297.0
Carmelo Anthony,LAL,1.6,-4.46,-2.87,2.33,22,22022,39.0
Michael Porter Jr.,DEN,-1.2,-1.69,-2.9,0.26,22,22022,191.0
Ben McLemore,POR,2.17,-5.08,-2.9,1.7,22,22022,308.0
Rodney McGruder,DET,-0.14,-2.77,-2.91,0.87,22,22022,543.0
Maurice Harkless,SAC,-1.98,-0.95,-2.92,0.95,22,22022,278.0
Bruno Fernando,BOS/HOU,-0.01,-2.96,-2.97,0.2,22,22022,838.0
Killian Hayes,DET,-3.46,0.43,-3.03,1.56,22,22022,1305.0
Stanley Johnson,LAL,-1.27,-1.78,-3.05,1.09,22,22022,511.0
Carsen Edwards,DET,0.11,-3.17,-3.06,0.07,22,22022,1094.0
Aaron Holiday,WSH/PHX,-1.38,-1.68,-3.06,0.98,22,22022,289.0
Markelle Fultz,ORL,0.25,-3.32,-3.06,0.35,22,22022,585.0
Dylan Windler,CLE,-0.68,-2.39,-3.07,0.5,22,22022,672.0
DeAndre' Bembry,BKN/MIL,-2.52,-0.55,-3.07,1.02,22,22022,492.0
Deni Avdija,WSH,-0.52,-2.56,-3.08,2.13,22,22022,259.0
Rui Hachimura,WSH,-0.53,-2.55,-3.08,0.95,22,22022,1269.0
Juancho Hernangomez,BOS/SA/UTAH,-1.26,-1.84,-3.09,0.4,22,22022,473.0
Malachi Flynn,TOR,0.01,-3.13,-3.12,0.54,22,22022,587.0
Aaron Wiggins,OKC,-1.56,-1.56,-3.12,1.13,22,22022,1263.0
Reggie Perry,POR/IND,-0.5,-2.64,-3.14,0.16,22,22022,1259.0
Bismack Biyombo,PHX,-0.71,-2.43,-3.14,0.53,22,22022,414.0
James Ennis III,BKN/LAC/DEN,-0.5,-2.64,-3.14,0.07,22,22022,435.0
JT Thor,CHA,-0.68,-2.47,-3.15,0.27,22,22022,1186.0
Moses Moody,GS,-0.26,-2.96,-3.22,0.52,22,22022,1229.0
Zach Collins,SA,0.37,-3.58,-3.22,0.54,22,22022,703.0
Lonnie Walker IV,SA,1.57,-4.79,-3.22,1.67,22,22022,1172.0
Petr Cornelie,DEN,-0.59,-2.63,-3.22,0.05,22,22022,1100.0
Ayo Dosunmu,CHI,-1.44,-1.79,-3.23,1.84,22,22022,1294.0
Precious Achiuwa,TOR,-2.03,-1.21,-3.24,1.51,22,22022,399.0
Miye Oni,UTAH,-0.43,-2.82,-3.25,0.06,22,22022,828.0
Kyle Anderson,MEM,-1.1,-2.16,-3.26,1.41,22,22022,142.0
Juan Toscano-Anderson,GS,-0.9,-2.38,-3.28,0.88,22,22022,440.0
