NAME,ABBREV,SEASON,SEASON_ID,TEAM_ID,PLAYER_ID
Kyrie Irving,CLE,15,22015,5,25.0
Matthew Dellavedova,CLE,15,22015,5,253.0
Anderson Varejao,CLE,15,22015,5,108.0
James Jones,CLE,15,22015,5,717.0
Tristan Thompson,CLE,15,22015,5,92.0
Will Cherry,CLE,15,22015,5,1052.0
Shawn Marion,CLE,15,22015,5,507.0
Mike Miller,CLE,15,22015,5,747.0
Alex Kirk,CLE,15,22015,5,1081.0
Brendan Haywood,CLE,15,22015,5,1176.0
Joe Harris,CLE,15,22015,5,148.0
Matthew Dellavedova,CLE,14,22014,5,253.0
Anderson Varejao,CLE,14,22014,5,108.0
Dion Waiters,CLE,14,22014,5,283.0
Kyrie Irving,CLE,14,22014,5,25.0
Tyler Zeller,CLE,14,22014,5,394.0
CJ Miles,CLE,14,22014,5,244.0
Carrick Felix,CLE,14,22014,5,941.0
Tristan Thompson,CLE,14,22014,5,92.0
Jarrett Jack,CLE,14,22014,5,645.0
Shane Edwards,CLE,14,22014,5,1044.0
Sergey Karasev,CLE,14,22014,5,602.0
Alonzo Gee,CLE,14,22014,5,629.0
Anthony Bennett,CLE,14,22014,5,1222.0
Mike Dunleavy,CLE,17,22017,5,241.0
DeAndre Liggins,CLE,17,22017,5,712.0
JaVale McGee,CLE,21,22021,5,336.0
John Henson,CLE,20,22020,5,466.0
Brandon Knight,CLE,20,22020,5,325.0
Anderson Varejao,CLE,16,22016,5,108.0
Justin Anderson,CLE,22,22022,5,702.0
Andrew Bynum,CLE,14,22014,5,1278.0
Yogi Ferrell,CLE,21,22021,5,264.0
Andre Drummond,CLE,21,22021,5,48.0
Channing Frye,CLE,18,22018,5,122.0
Isaiah Thomas,CLE,18,22018,5,40.0
Dwyane Wade,CLE,18,22018,5,279.0
George Hill,CLE,19,22019,5,102.0
Jared Cunningham,CLE,16,22016,5,763.0
Luke Kornet,CLE,22,22022,5,444.0
Derrick Rose,CLE,18,22018,5,228.0
Lou Amundson,CLE,15,22015,5,609.0
Earl Clark,CLE,14,22014,5,1107.0
Dion Waiters,CLE,15,22015,5,283.0
Henry Sims,CLE,14,22014,5,613.0
Rodney Hood,CLE,19,22019,5,185.0
Patrick McCaw,CLE,19,22019,5,1092.0
Denzel Valentine,CLE,22,22022,5,533.0
Jordan Clarkson,CLE,20,22020,5,152.0
Kyle Korver,CLE,19,22019,5,46.0
Jae Crowder,CLE,18,22018,5,116.0
Sam Dekker,CLE,19,22019,5,469.0
Luka Doncic,DAL,23,22023,6,34.0
Spencer Dinwiddie,DAL,23,22023,6,121.0
Josh Green,DAL,23,22023,6,491.0
Christian Wood,DAL,23,22023,6,186.0
Dwight Powell,DAL,23,22023,6,163.0
Tim Hardaway Jr.,DAL,23,22023,6,157.0
Dorian Finney-Smith,DAL,23,22023,6,201.0
Maxi Kleber,DAL,23,22023,6,304.0
Facundo Campazzo,DAL,23,22023,6,266.0
JaVale McGee,DAL,23,22023,6,336.0
Reggie Bullock,DAL,23,22023,6,364.0
Luka Doncic,DAL,22,22022,6,34.0
Dwight Powell,DAL,22,22022,6,163.0
Dorian Finney-Smith,DAL,22,22022,6,201.0
Jalen Brunson,DAL,22,22022,6,139.0
Reggie Bullock,DAL,22,22022,6,364.0
Tim Hardaway Jr.,DAL,22,22022,6,157.0
Maxi Kleber,DAL,22,22022,6,304.0
Brandon Knight,DAL,22,22022,6,325.0
Marquese Chriss,DAL,22,22022,6,499.0
Frank Ntilikina,DAL,22,22022,6,465.0
Theo Pinson,DAL,22,22022,6,822.0
Josh Green,DAL,22,22022,6,491.0
Boban Marjanovic,DAL,22,22022,6,429.0
Trey Burke,DAL,22,22022,6,371.0
Sterling Brown,DAL,22,22022,6,686.0
Eugene Omoruyi,DAL,22,22022,6,1020.0
Luka Doncic,DAL,21,22021,6,34.0
Kristaps Porzingis,DAL,21,22021,6,104.0
Dorian Finney-Smith,DAL,21,22021,6,201.0
Tim Hardaway Jr.,DAL,21,22021,6,157.0
Maxi Kleber,DAL,21,22021,6,304.0
Willie Cauley-Stein,DAL,21,22021,6,390.0
Josh Richardson,DAL,21,22021,6,91.0
Jalen Brunson,DAL,21,22021,6,139.0
Boban Marjanovic,DAL,21,22021,6,429.0
Dwight Powell,DAL,21,22021,6,163.0
Trey Burke,DAL,21,22021,6,371.0
Nate Hinton,DAL,21,22021,6,990.0
Tyrell Terry,DAL,21,22021,6,826.0
Tyler Bey,DAL,21,22021,6,1243.0
Josh Green,DAL,21,22021,6,491.0
Luka Doncic,DAL,20,22020,6,34.0
Kristaps Porzingis,DAL,20,22020,6,104.0
J.J. Barea,DAL,20,22020,6,288.0
Tim Hardaway Jr.,DAL,20,22020,6,157.0
Dorian Finney-Smith,DAL,20,22020,6,201.0
Jalen Brunson,DAL,20,22020,6,139.0
Ryan Broekhoff,DAL,20,22020,6,634.0
Boban Marjanovic,DAL,20,22020,6,429.0
Seth Curry,DAL,20,22020,6,208.0
Dwight Powell,DAL,20,22020,6,163.0
Maxi Kleber,DAL,20,22020,6,304.0
Courtney Lee,DAL,20,22020,6,231.0
Delon Wright,DAL,20,22020,6,196.0
Josh Reaves,DAL,20,22020,6,1098.0
Antonius Cleveland,DAL,20,22020,6,1174.0
Justin Jackson,DAL,20,22020,6,594.0
J.J. Barea,DAL,19,22019,6,288.0
Luka Doncic,DAL,19,22019,6,34.0
Ryan Broekhoff,DAL,19,22019,6,634.0
Dwight Powell,DAL,19,22019,6,163.0
Maxi Kleber,DAL,19,22019,6,304.0
Dorian Finney-Smith,DAL,19,22019,6,201.0
Jalen Brunson,DAL,19,22019,6,139.0
Devin Harris,DAL,19,22019,6,217.0
Dirk Nowitzki,DAL,19,22019,6,35.0
Salah Mejri,DAL,19,22019,6,515.0
Daryl Macon,DAL,19,22019,6,996.0
Kostas Antetokounmpo,DAL,19,22019,6,897.0
J.J. Barea,DAL,18,22018,6,288.0
Yogi Ferrell,DAL,18,22018,6,264.0
Dwight Powell,DAL,18,22018,6,163.0
Aaron Harrison,DAL,18,22018,6,1104.0
Dirk Nowitzki,DAL,18,22018,6,35.0
Gian Clavell,DAL,18,22018,6,778.0
Dorian Finney-Smith,DAL,18,22018,6,201.0
Salah Mejri,DAL,18,22018,6,515.0
Wesley Matthews,DAL,18,22018,6,64.0
Jeff Withey,DAL,18,22018,6,479.0
Johnathan Motley,DAL,18,22018,6,843.0
Maxi Kleber,DAL,18,22018,6,304.0
Harrison Barnes,DAL,18,22018,6,243.0
Jameel Warney,DAL,18,22018,6,1049.0
Nerlens Noel,DAL,18,22018,6,401.0
Kyle Collinsworth,DAL,18,22018,6,707.0
Dennis Smith Jr.,DAL,18,22018,6,512.0
J.J. Barea,DAL,17,22017,6,288.0
Devin Harris,DAL,17,22017,6,217.0
Seth Curry,DAL,17,22017,6,208.0
Wesley Matthews,DAL,17,22017,6,64.0
Dirk Nowitzki,DAL,17,22017,6,35.0
Pierre Jackson,DAL,17,22017,6,735.0
Salah Mejri,DAL,17,22017,6,515.0
Harrison Barnes,DAL,17,22017,6,243.0
Dorian Finney-Smith,DAL,17,22017,6,201.0
Jarrod Uthoff,DAL,17,22017,6,959.0
Nicolas Brussino,DAL,17,22017,6,986.0
Dwight Powell,DAL,17,22017,6,163.0
AJ Hammons,DAL,17,22017,6,1267.0
Manny Harris,DAL,17,22017,6,1136.0
Jonathan Gibson,DAL,17,22017,6,896.0
Dirk Nowitzki,DAL,16,22016,6,35.0
Chandler Parsons,DAL,16,22016,6,95.0
Deron Williams,DAL,16,22016,6,110.0
Wesley Matthews,DAL,16,22016,6,64.0
Charlie Villanueva,DAL,16,22016,6,1115.0
Dwight Powell,DAL,16,22016,6,163.0
Devin Harris,DAL,16,22016,6,217.0
Zaza Pachulia,DAL,16,22016,6,194.0
J.J. Barea,DAL,16,22016,6,288.0
JaVale McGee,DAL,16,22016,6,336.0
Salah Mejri,DAL,16,22016,6,515.0
Justin Anderson,DAL,16,22016,6,702.0
Jeremy Evans,DAL,16,22016,6,383.0
Raymond Felton,DAL,16,22016,6,402.0
Tyson Chandler,DAL,15,22015,6,109.0
Devin Harris,DAL,15,22015,6,217.0
Chandler Parsons,DAL,15,22015,6,95.0
J.J. Barea,DAL,15,22015,6,288.0
Dirk Nowitzki,DAL,15,22015,6,35.0
Charlie Villanueva,DAL,15,22015,6,1115.0
Monta Ellis,DAL,15,22015,6,133.0
Al-Farouq Aminu,DAL,15,22015,6,190.0
Richard Jefferson,DAL,15,22015,6,502.0
Bernard James,DAL,15,22015,6,653.0
Raymond Felton,DAL,15,22015,6,402.0
Greg Smith,DAL,15,22015,6,947.0
Dirk Nowitzki,DAL,14,22014,6,35.0
Jae Crowder,DAL,14,22014,6,116.0
Vince Carter,DAL,14,22014,6,137.0
Devin Harris,DAL,14,22014,6,217.0
DeJuan Blair,DAL,14,22014,6,622.0
Samuel Dalembert,DAL,14,22014,6,381.0
Brandan Wright,DAL,14,22014,6,324.0
Jose Calderon,DAL,14,22014,6,349.0
Ricky Ledo,DAL,14,22014,6,853.0
Monta Ellis,DAL,14,22014,6,133.0
Wayne Ellington,DAL,14,22014,6,343.0
Shane Larkin,DAL,14,22014,6,592.0
Shawn Marion,DAL,14,22014,6,507.0
Bernard James,DAL,14,22014,6,653.0
Gal Mekel,DAL,14,22014,6,1042.0
Antonius Cleveland,DAL,18,22018,6,1174.0
Quincy Acy,DAL,17,22017,6,549.0
Jae Crowder,DAL,15,22015,6,116.0
Jameer Nelson,DAL,15,22015,6,541.0
Brandan Wright,DAL,15,22015,6,324.0
Moses Brown,DAL,22,22022,6,767.0
Deron Williams,DAL,17,22017,6,110.0
Andrew Bogut,DAL,17,22017,6,161.0
Carlik Jones,DAL,22,22022,6,1071.0
Devin Harris,DAL,18,22018,6,217.0
James Johnson,DAL,21,22021,6,129.0
Wes Iwundu,DAL,21,22021,6,731.0
DeAndre Jordan,DAL,19,22019,6,29.0
Dennis Smith Jr.,DAL,19,22019,6,512.0
Ricky Ledo,DAL,15,22015,6,853.0
Wesley Matthews,DAL,19,22019,6,64.0
Willie Cauley-Stein,DAL,22,22022,6,390.0
Charlie Brown Jr.,DAL,22,22022,6,787.0
Justin Anderson,DAL,17,22017,6,702.0
Ray Spalding,DAL,19,22019,6,1121.0
John Jenkins,DAL,16,22016,6,915.0
Harrison Barnes,DAL,19,22019,6,243.0
Kristaps Porzingis,DAL,22,22022,6,104.0
Nikola Jokic,DEN,23,22023,7,2.0
Aaron Gordon,DEN,23,22023,7,212.0
Michael Porter Jr.,DEN,23,22023,7,191.0
Jamal Murray,DEN,23,22023,7,146.0
Kentavious Caldwell-Pope,DEN,23,22023,7,69.0
DeAndre Jordan,DEN,23,22023,7,29.0
Bruce Brown,DEN,23,22023,7,326.0
Jeff Green,DEN,23,22023,7,413.0
Zeke Nnaji,DEN,23,22023,7,869.0
Ish Smith,DEN,23,22023,7,245.0
Vlatko Cancar,DEN,23,22023,7,918.0
Davon Reed,DEN,23,22023,7,593.0
Nikola Jokic,DEN,22,22022,7,2.0
Monte Morris,DEN,22,22022,7,150.0
Aaron Gordon,DEN,22,22022,7,212.0
Will Barton,DEN,22,22022,7,169.0
Jeff Green,DEN,22,22022,7,413.0
Bones Hyland,DEN,22,22022,7,372.0
JaMychal Green,DEN,22,22022,7,342.0
Markus Howard,DEN,22,22022,7,740.0
Davon Reed,DEN,22,22022,7,593.0
Michael Porter Jr.,DEN,22,22022,7,191.0
Petr Cornelie,DEN,22,22022,7,1100.0
Facundo Campazzo,DEN,22,22022,7,266.0
Zeke Nnaji,DEN,22,22022,7,869.0
Austin Rivers,DEN,22,22022,7,452.0
Bol Bol,DEN,22,22022,7,1112.0
Vlatko Cancar,DEN,22,22022,7,918.0
P.J. Dozier,DEN,22,22022,7,694.0
Nikola Jokic,DEN,21,22021,7,2.0
Jamal Murray,DEN,21,22021,7,146.0
Michael Porter Jr.,DEN,21,22021,7,191.0
Paul Millsap,DEN,21,22021,7,67.0
Monte Morris,DEN,21,22021,7,150.0
Will Barton,DEN,21,22021,7,169.0
P.J. Dozier,DEN,21,22021,7,694.0
Facundo Campazzo,DEN,21,22021,7,266.0
JaMychal Green,DEN,21,22021,7,342.0
Bol Bol,DEN,21,22021,7,1112.0
Markus Howard,DEN,21,22021,7,740.0
Zeke Nnaji,DEN,21,22021,7,869.0
Vlatko Cancar,DEN,21,22021,7,918.0
Greg Whittington,DEN,21,22021,7,1070.0
Nikola Jokic,DEN,20,22020,7,2.0
Paul Millsap,DEN,20,22020,7,67.0
Will Barton,DEN,20,22020,7,169.0
Jamal Murray,DEN,20,22020,7,146.0
Mason Plumlee,DEN,20,22020,7,338.0
Monte Morris,DEN,20,22020,7,150.0
Gary Harris,DEN,20,22020,7,136.0
P.J. Dozier,DEN,20,22020,7,694.0
Torrey Craig,DEN,20,22020,7,468.0
Jerami Grant,DEN,20,22020,7,213.0
Vlatko Cancar,DEN,20,22020,7,918.0
Michael Porter Jr.,DEN,20,22020,7,191.0
Bol Bol,DEN,20,22020,7,1112.0
Nikola Jokic,DEN,19,22019,7,2.0
Monte Morris,DEN,19,22019,7,150.0
Gary Harris,DEN,19,22019,7,136.0
Jamal Murray,DEN,19,22019,7,146.0
Mason Plumlee,DEN,19,22019,7,338.0
Malik Beasley,DEN,19,22019,7,420.0
Isaiah Thomas,DEN,19,22019,7,40.0
Paul Millsap,DEN,19,22019,7,67.0
Torrey Craig,DEN,19,22019,7,468.0
Trey Lyles,DEN,19,22019,7,380.0
Nick Young,DEN,19,22019,7,315.0
Brandon Goodwin,DEN,19,22019,7,772.0
Jarred Vanderbilt,DEN,19,22019,7,214.0
Will Barton,DEN,19,22019,7,169.0
Juancho Hernangomez,DEN,19,22019,7,473.0
Thomas Welsh,DEN,19,22019,7,885.0
DeVaughn Akoon-Purcell,DEN,19,22019,7,998.0
Tyler Lydon,DEN,19,22019,7,1016.0
Nikola Jokic,DEN,18,22018,7,2.0
Will Barton,DEN,18,22018,7,169.0
Gary Harris,DEN,18,22018,7,136.0
Trey Lyles,DEN,18,22018,7,380.0
Malik Beasley,DEN,18,22018,7,420.0
Paul Millsap,DEN,18,22018,7,67.0
Mason Plumlee,DEN,18,22018,7,338.0
Kenneth Faried,DEN,18,22018,7,303.0
Jamal Murray,DEN,18,22018,7,146.0
Wilson Chandler,DEN,18,22018,7,242.0
Richard Jefferson,DEN,18,22018,7,502.0
Torrey Craig,DEN,18,22018,7,468.0
Monte Morris,DEN,18,22018,7,150.0
Darrell Arthur,DEN,18,22018,7,427.0
Juancho Hernangomez,DEN,18,22018,7,473.0
Nikola Jokic,DEN,17,22017,7,2.0
Malik Beasley,DEN,17,22017,7,420.0
Danilo Gallinari,DEN,17,22017,7,61.0
Jameer Nelson,DEN,17,22017,7,541.0
Gary Harris,DEN,17,22017,7,136.0
Jamal Murray,DEN,17,22017,7,146.0
Darrell Arthur,DEN,17,22017,7,427.0
Will Barton,DEN,17,22017,7,169.0
Wilson Chandler,DEN,17,22017,7,242.0
Mike Miller,DEN,17,22017,7,747.0
Kenneth Faried,DEN,17,22017,7,303.0
Alonzo Gee,DEN,17,22017,7,629.0
Emmanuel Mudiay,DEN,17,22017,7,995.0
Juancho Hernangomez,DEN,17,22017,7,473.0
Nikola Jokic,DEN,16,22016,7,2.0
Danilo Gallinari,DEN,16,22016,7,61.0
Will Barton,DEN,16,22016,7,169.0
Kenneth Faried,DEN,16,22016,7,303.0
Gary Harris,DEN,16,22016,7,136.0
Darrell Arthur,DEN,16,22016,7,427.0
Axel Toupane,DEN,16,22016,7,825.0
Jusuf Nurkic,DEN,16,22016,7,33.0
Joffrey Lauvergne,DEN,16,22016,7,1239.0
Jameer Nelson,DEN,16,22016,7,541.0
Mike Miller,DEN,16,22016,7,747.0
Kostas Papanikolaou,DEN,16,22016,7,752.0
Emmanuel Mudiay,DEN,16,22016,7,995.0
Darrell Arthur,DEN,15,22015,7,427.0
Ty Lawson,DEN,15,22015,7,93.0
Danilo Gallinari,DEN,15,22015,7,61.0
Jusuf Nurkic,DEN,15,22015,7,33.0
Randy Foye,DEN,15,22015,7,227.0
Kenneth Faried,DEN,15,22015,7,303.0
Wilson Chandler,DEN,15,22015,7,242.0
Erick Green,DEN,15,22015,7,943.0
Jamaal Franklin,DEN,15,22015,7,1123.0
Joffrey Lauvergne,DEN,15,22015,7,1239.0
JJ Hickson,DEN,15,22015,7,794.0
Gary Harris,DEN,15,22015,7,136.0
Nate Robinson,DEN,14,22014,7,423.0
Ty Lawson,DEN,14,22014,7,93.0
Evan Fournier,DEN,14,22014,7,258.0
Timofey Mozgov,DEN,14,22014,7,234.0
Randy Foye,DEN,14,22014,7,227.0
Wilson Chandler,DEN,14,22014,7,242.0
Darrell Arthur,DEN,14,22014,7,427.0
JaVale McGee,DEN,14,22014,7,336.0
JJ Hickson,DEN,14,22014,7,794.0
Kenneth Faried,DEN,14,22014,7,303.0
Quincy Miller,DEN,14,22014,7,685.0
Anthony Randolph,DEN,14,22014,7,817.0
Sean Kilpatrick,DEN,16,22016,7,689.0
Johnny O'Bryant III,DEN,17,22017,7,1220.0
Isaiah Hartenstein,DEN,21,22021,7,310.0
Tyler Cook,DEN,20,22020,7,1068.0
Timofey Mozgov,DEN,15,22015,7,234.0
Jordan Hamilton,DEN,14,22014,7,636.0
Nate Robinson,DEN,15,22015,7,423.0
Rayjon Tucker,DEN,22,22022,7,815.0
Malik Beasley,DEN,20,22020,7,420.0
Jarred Vanderbilt,DEN,20,22020,7,214.0
Juancho Hernangomez,DEN,20,22020,7,473.0
Emmanuel Mudiay,DEN,18,22018,7,995.0
Randy Foye,DEN,16,22016,7,227.0
Gary Harris,DEN,21,22021,7,136.0
R.J. Hampton,DEN,21,22021,7,1316.0
JaVale McGee,DEN,15,22015,7,336.0
Jusuf Nurkic,DEN,17,22017,7,33.0
Arron Afflalo,DEN,15,22015,7,523.0
Alonzo Gee,DEN,15,22015,7,629.0
Erick Green,DEN,16,22016,7,943.0
JJ Hickson,DEN,16,22016,7,794.0
Andre Miller,DEN,14,22014,7,470.0
Isaiah Stewart,DET,23,22023,8,337.0
Saddiq Bey,DET,23,22023,8,635.0
Bojan Bogdanovic,DET,23,22023,8,257.0
Cade Cunningham,DET,23,22023,8,539.0
Kevin Knox II,DET,23,22023,8,1322.0
Cory Joseph,DET,23,22023,8,207.0
Rodney McGruder,DET,23,22023,8,543.0
Hamidou Diallo,DET,23,22023,8,428.0
Nerlens Noel,DET,23,22023,8,401.0
Isaiah Livers,DET,23,22023,8,803.0
Killian Hayes,DET,23,22023,8,1305.0
Saddiq Bey,DET,22,22022,8,635.0
Jerami Grant,DET,22,22022,8,213.0
Cade Cunningham,DET,22,22022,8,539.0
Isaiah Stewart,DET,22,22022,8,337.0
Hamidou Diallo,DET,22,22022,8,428.0
Kelly Olynyk,DET,22,22022,8,247.0
Saben Lee,DET,22,22022,8,762.0
Luka Garza,DET,22,22022,8,1057.0
Cory Joseph,DET,22,22022,8,207.0
Frank Jackson,DET,22,22022,8,632.0
Rodney McGruder,DET,22,22022,8,543.0
Killian Hayes,DET,22,22022,8,1305.0
Carsen Edwards,DET,22,22022,8,1094.0
Jamorko Pickett,DET,22,22022,8,1251.0
Deividas Sirvydis,DET,22,22022,8,951.0
Cheick Diallo,DET,22,22022,8,684.0
Isaiah Livers,DET,22,22022,8,803.0
Micah Potter,DET,22,22022,8,1147.0
Cassius Stanley,DET,22,22022,8,950.0
Derrick Walton Jr.,DET,22,22022,8,775.0
Jerami Grant,DET,21,22021,8,213.0
Wayne Ellington,DET,21,22021,8,343.0
Mason Plumlee,DET,21,22021,8,338.0
Saddiq Bey,DET,21,22021,8,635.0
Rodney McGruder,DET,21,22021,8,543.0
Frank Jackson,DET,21,22021,8,632.0
Josh Jackson,DET,21,22021,8,422.0
Isaiah Stewart,DET,21,22021,8,337.0
Deividas Sirvydis,DET,21,22021,8,951.0
Jahlil Okafor,DET,21,22021,8,858.0
Sekou Doumbouya,DET,21,22021,8,774.0
Saben Lee,DET,21,22021,8,762.0
Killian Hayes,DET,21,22021,8,1305.0
Christian Wood,DET,20,22020,8,186.0
Luke Kennard,DET,20,22020,8,297.0
Tony Snell,DET,20,22020,8,396.0
Blake Griffin,DET,20,22020,8,42.0
Derrick Rose,DET,20,22020,8,228.0
Langston Galloway,DET,20,22020,8,293.0
Svi Mykhailiuk,DET,20,22020,8,484.0
Louis King,DET,20,22020,8,705.0
Bruce Brown,DET,20,22020,8,326.0
Tim Frazier,DET,20,22020,8,569.0
Jordan Bone,DET,20,22020,8,1221.0
Thon Maker,DET,20,22020,8,757.0
Khyri Thomas,DET,20,22020,8,554.0
Sekou Doumbouya,DET,20,22020,8,774.0
Blake Griffin,DET,19,22019,8,42.0
Luke Kennard,DET,19,22019,8,297.0
Langston Galloway,DET,19,22019,8,293.0
Andre Drummond,DET,19,22019,8,48.0
Reggie Jackson,DET,19,22019,8,160.0
Khyri Thomas,DET,19,22019,8,554.0
Bruce Brown,DET,19,22019,8,326.0
Ish Smith,DET,19,22019,8,245.0
Jon Leuer,DET,19,22019,8,446.0
Glenn Robinson III,DET,19,22019,8,567.0
Zaza Pachulia,DET,19,22019,8,194.0
Jose Calderon,DET,19,22019,8,349.0
Langston Galloway,DET,18,22018,8,293.0
Anthony Tolliver,DET,18,22018,8,250.0
Reggie Bullock,DET,18,22018,8,364.0
Luke Kennard,DET,18,22018,8,297.0
Henry Ellenson,DET,18,22018,8,864.0
Ish Smith,DET,18,22018,8,245.0
Reggie Jackson,DET,18,22018,8,160.0
Stanley Johnson,DET,18,22018,8,511.0
Andre Drummond,DET,18,22018,8,48.0
Eric Moreland,DET,18,22018,8,614.0
Jon Leuer,DET,18,22018,8,446.0
Dwight Buycks,DET,18,22018,8,839.0
Boban Marjanovic,DET,17,22017,8,429.0
Tobias Harris,DET,17,22017,8,127.0
Reggie Bullock,DET,17,22017,8,364.0
Aron Baynes,DET,17,22017,8,332.0
Kentavious Caldwell-Pope,DET,17,22017,8,69.0
Ish Smith,DET,17,22017,8,245.0
Beno Udrih,DET,17,22017,8,496.0
Jon Leuer,DET,17,22017,8,446.0
Henry Ellenson,DET,17,22017,8,864.0
Marcus Morris Sr.,DET,17,22017,8,334.0
Stanley Johnson,DET,17,22017,8,511.0
Andre Drummond,DET,17,22017,8,48.0
Michael Gbinije,DET,17,22017,8,1091.0
Darrun Hilliard,DET,17,22017,8,1085.0
Reggie Jackson,DET,17,22017,8,160.0
Anthony Tolliver,DET,16,22016,8,250.0
Kentavious Caldwell-Pope,DET,16,22016,8,69.0
Andre Drummond,DET,16,22016,8,48.0
Jodie Meeks,DET,16,22016,8,354.0
Reggie Jackson,DET,16,22016,8,160.0
Marcus Morris Sr.,DET,16,22016,8,334.0
Reggie Bullock,DET,16,22016,8,364.0
Darrun Hilliard,DET,16,22016,8,1085.0
Aron Baynes,DET,16,22016,8,332.0
Steve Blake,DET,16,22016,8,504.0
Joel Anthony,DET,16,22016,8,715.0
Justin Harper,DET,16,22016,8,1140.0
Stanley Johnson,DET,16,22016,8,511.0
Spencer Dinwiddie,DET,16,22016,8,121.0
Brandon Jennings,DET,15,22015,8,294.0
Andre Drummond,DET,15,22015,8,48.0
Kentavious Caldwell-Pope,DET,15,22015,8,69.0
Jodie Meeks,DET,15,22015,8,354.0
Greg Monroe,DET,15,22015,8,187.0
Caron Butler,DET,15,22015,8,588.0
Joel Anthony,DET,15,22015,8,715.0
Spencer Dinwiddie,DET,15,22015,8,121.0
Cartier Martin,DET,15,22015,8,639.0
John Lucas III,DET,15,22015,8,905.0
Andre Drummond,DET,14,22014,8,48.0
Brandon Jennings,DET,14,22014,8,294.0
Greg Monroe,DET,14,22014,8,187.0
Kentavious Caldwell-Pope,DET,14,22014,8,69.0
Charlie Villanueva,DET,14,22014,8,1115.0
Josh Harrellson,DET,14,22014,8,546.0
Josh Smith,DET,14,22014,8,305.0
Kyle Singler,DET,14,22014,8,356.0
Will Bynum,DET,14,22014,8,1254.0
Jonas Jerebko,DET,14,22014,8,255.0
Chauncey Billups,DET,14,22014,8,1287.0
Rodney Stuckey,DET,14,22014,8,351.0
Peyton Siva,DET,14,22014,8,1242.0
Blake Griffin,DET,21,22021,8,42.0
Tyler Cook,DET,21,22021,8,1068.0
Donta Hall,DET,20,22020,8,688.0
Jonas Jerebko,DET,15,22015,8,255.0
Andre Drummond,DET,20,22020,8,48.0
Josh Smith,DET,15,22015,8,305.0
Reggie Jackson,DET,20,22020,8,160.0
Boban Marjanovic,DET,18,22018,8,429.0
Tobias Harris,DET,18,22018,8,127.0
Avery Bradley,DET,18,22018,8,226.0
Markieff Morris,DET,20,22020,8,316.0
Reggie Bullock,DET,19,22019,8,364.0
Stanley Johnson,DET,19,22019,8,511.0
Derrick Rose,DET,21,22021,8,228.0
Henry Ellenson,DET,19,22019,8,864.0
Svi Mykhailiuk,DET,21,22021,8,484.0
Kyle Singler,DET,15,22015,8,356.0
D.J. Augustin,DET,15,22015,8,344.0
Brandon Jennings,DET,16,22016,8,294.0
Ersan Ilyasova,DET,16,22016,8,156.0
Trey Lyles,DET,22,22022,8,380.0
Josh Jackson,DET,22,22022,8,422.0
Delon Wright,DET,21,22021,8,196.0
Stephen Curry,GSW,23,22023,9,1.0
Andrew Wiggins,GSW,23,22023,9,153.0
Klay Thompson,GSW,23,22023,9,31.0
Kevon Looney,GSW,23,22023,9,229.0
Ty Jerome,GSW,23,22023,9,581.0
Anthony Lamb,GSW,23,22023,9,980.0
Draymond Green,GSW,23,22023,9,5.0
Jordan Poole,GSW,23,22023,9,238.0
JaMychal Green,GSW,23,22023,9,342.0
James Wiseman,GSW,23,22023,9,1321.0
Donte DiVincenzo,GSW,23,22023,9,184.0
Moses Moody,GSW,23,22023,9,1229.0
Jonathan Kuminga,GSW,23,22023,9,1301.0
Stephen Curry,GSW,22,22022,9,1.0
Andrew Wiggins,GSW,22,22022,9,153.0
Kevon Looney,GSW,22,22022,9,229.0
Klay Thompson,GSW,22,22022,9,31.0
Jordan Poole,GSW,22,22022,9,238.0
Gary Payton II,GSW,22,22022,9,176.0
Otto Porter Jr.,GSW,22,22022,9,52.0
Draymond Green,GSW,22,22022,9,5.0
Andre Iguodala,GSW,22,22022,9,86.0
Jonathan Kuminga,GSW,22,22022,9,1301.0
Nemanja Bjelica,GSW,22,22022,9,218.0
Moses Moody,GSW,22,22022,9,1229.0
Juan Toscano-Anderson,GSW,22,22022,9,440.0
Damion Lee,GSW,22,22022,9,409.0
Quinndary Weatherspoon,GSW,22,22022,9,1059.0
Chris Chiozza,GSW,22,22022,9,608.0
Stephen Curry,GSW,21,22021,9,1.0
Jordan Poole,GSW,21,22021,9,238.0
Andrew Wiggins,GSW,21,22021,9,153.0
Draymond Green,GSW,21,22021,9,5.0
Mychal Mulder,GSW,21,22021,9,739.0
Juan Toscano-Anderson,GSW,21,22021,9,440.0
Damion Lee,GSW,21,22021,9,409.0
Kelly Oubre Jr.,GSW,21,22021,9,359.0
Kent Bazemore,GSW,21,22021,9,262.0
Kevon Looney,GSW,21,22021,9,229.0
Eric Paschall,GSW,21,22021,9,1007.0
Marquese Chriss,GSW,21,22021,9,499.0
Gary Payton II,GSW,21,22021,9,176.0
Alen Smailagic,GSW,21,22021,9,893.0
Nico Mannion,GSW,21,22021,9,1238.0
James Wiseman,GSW,21,22021,9,1321.0
Stephen Curry,GSW,20,22020,9,1.0
Mychal Mulder,GSW,20,22020,9,739.0
Damion Lee,GSW,20,22020,9,409.0
Draymond Green,GSW,20,22020,9,5.0
Marquese Chriss,GSW,20,22020,9,499.0
Alen Smailagic,GSW,20,22020,9,893.0
Omari Spellman,GSW,20,22020,9,1202.0
Jordan Poole,GSW,20,22020,9,238.0
